row_type,Name,Identifier,Description,Start Date,Target Date,Network,Cycle View,Module View,Issue Views View,Page View,Intake View,Is Time Tracking Enabled,Is Issue Type Enabled,Guest View All Features,Epic Enabled,State Templates,Label Templates,Task Custom Properties,Epic Custom Properties,Additional Work Item Types,External Key,Description Html,State,Priority,Is Draft,Parent External Key,Issue Type,Labels,Assignee Emails,Custom Properties
work_item,Reset hasła AD #54,,,2026-02-01,,,,,,,,,,,,,,,,,WI-054,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0054.</p>,Oczekuje na usera,low,False,EPIK-NET,Task,"[""Dostęp"", ""Software""]","[""network.admin@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1054"", ""Czas rozwiązania (h)"": 7}"
work_item,Instalacja pakietu Office #55,,,,,,,,,,,,,,,,,,,,WI-055,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0055.</p>,Rozwiązane,medium,False,EPIK-ID,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1055""}"
work_item,Nowy monitor na stanowisku #56,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-056,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0056.</p>,Nowe,low,False,EPIK-APPS,Zmiana,"[""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1056""}"
work_item,Wolne łącze Wi‑Fi #57,,,,,,,,,,,,,,,,,,,,WI-057,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0057.</p>,W kolejce,high,False,EPIK-ONBOARD,Incydent,"[""Sieć"", ""Pilne""]","[""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1057"", ""Czas rozwiązania (h)"": 2, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Konfiguracja skrzynki shared #58,,,2026-02-01,,,,,,,,,,,,,,,,,WI-058,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0058.</p>,W trakcie,medium,False,EPIK-NET,Zmiana,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1058""}"
work_item,Aktualizacja Windows #59,,,,,,,,,,,,,,,,,,,,WI-059,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0059.</p>,Oczekuje na usera,low,False,EPIK-ID,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1059""}"
work_item,Awaria switcha piętro 2 #60,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-060,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0060.</p>,Rozwiązane,urgent,False,EPIK-APPS,Incydent,"[""Sieć"", ""Pilne""]","[""onboarding@example.com"", ""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1060"", ""Czas rozwiązania (h)"": 5, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Laptop nie startuje #61,,,,,,,,,,,,,,,,,,,,WI-061,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0061.</p>,Nowe,high,False,EPIK-ONBOARD,Incydent,"[""Hardware"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1061"", ""Wpływ"": ""Zespół""}"
work_item,Brak dostępu do VPN #62,,,2026-02-01,,,,,,,,,,,,,,,,,WI-062,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0062.</p>,W kolejce,urgent,False,EPIK-NET,Incydent,"[""Dostęp"", ""Sieć""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1062"", ""Wpływ"": ""Cała firma""}"
work_item,Drukarka nie drukuje #63,,,,,,,,,,,,,,,,,,,,WI-063,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0063.</p>,W trakcie,medium,False,EPIK-ID,Incydent,"[""Drukarka"", ""Hardware""]","[""nieistniejacy.user@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1063"", ""Czas rozwiązania (h)"": 8, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Reset hasła AD #64,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-064,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0064.</p>,Oczekuje na usera,low,False,EPIK-APPS,Task,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1064""}"
work_item,Instalacja pakietu Office #65,,,,,,,,,,,,,,,,,,,,WI-065,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0065.</p>,Rozwiązane,medium,False,EPIK-ONBOARD,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1065""}"
work_item,Nowy monitor na stanowisku #66,,,2026-02-01,,,,,,,,,,,,,,,,,WI-066,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0066.</p>,Nowe,low,False,EPIK-NET,Zmiana,"[""Hardware""]","[""network.admin@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1066"", ""Czas rozwiązania (h)"": 3}"
work_item,Wolne łącze Wi‑Fi #67,,,,,,,,,,,,,,,,,,,,WI-067,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0067.</p>,W kolejce,high,False,EPIK-ID,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1067"", ""Wpływ"": ""Zespół""}"
work_item,Konfiguracja skrzynki shared #68,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-068,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0068.</p>,W trakcie,medium,False,EPIK-APPS,Zmiana,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1068""}"
work_item,Aktualizacja Windows #69,,,,,,,,,,,,,,,,,,,,WI-069,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0069.</p>,Oczekuje na usera,low,False,EPIK-ONBOARD,Zmiana,"[""Software""]","[""helpdesk.lead@example.com"", ""network.admin@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1069"", ""Czas rozwiązania (h)"": 6}"
work_item,Awaria switcha piętro 2 #70,,,2026-02-01,,,,,,,,,,,,,,,,,WI-070,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0070.</p>,Rozwiązane,urgent,False,EPIK-NET,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1070"", ""Wpływ"": ""Zespół""}"
work_item,Laptop nie startuje #71,,,,,,,,,,,,,,,,,,,,WI-071,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0071.</p>,Nowe,high,False,EPIK-ID,Incydent,"[""Hardware"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1071"", ""Wpływ"": ""Cała firma""}"
work_item,Brak dostępu do VPN #72,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-072,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0072.</p>,W kolejce,urgent,False,EPIK-APPS,Incydent,"[""Dostęp"", ""Sieć""]","[""onboarding@example.com""]","{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1072"", ""Czas rozwiązania (h)"": 1, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Drukarka nie drukuje #73,,,,,,,,,,,,,,,,,,,,WI-073,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0073.</p>,W trakcie,medium,False,EPIK-ONBOARD,Incydent,"[""Drukarka"", ""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1073"", ""Wpływ"": ""Zespół""}"
work_item,Reset hasła AD #74,,,2026-02-01,,,,,,,,,,,,,,,,,WI-074,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0074.</p>,Oczekuje na usera,low,False,EPIK-NET,Task,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1074""}"
work_item,Instalacja pakietu Office #75,,,,,,,,,,,,,,,,,,,,WI-075,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0075.</p>,Rozwiązane,medium,False,EPIK-ID,Zmiana,"[""Software""]","[""nieistniejacy.user@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1075"", ""Czas rozwiązania (h)"": 4}"
work_item,Nowy monitor na stanowisku #76,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-076,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0076.</p>,Nowe,low,False,EPIK-APPS,Zmiana,"[""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1076""}"
work_item,Wolne łącze Wi‑Fi #77,,,,,,,,,,,,,,,,,,,,WI-077,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0077.</p>,W kolejce,high,False,EPIK-ONBOARD,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1077"", ""Wpływ"": ""Cała firma""}"
work_item,Konfiguracja skrzynki shared #78,,,2026-02-01,,,,,,,,,,,,,,,,,WI-078,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0078.</p>,W trakcie,medium,False,EPIK-NET,Zmiana,"[""Dostęp"", ""Software""]","[""network.admin@example.com"", ""nieistniejacy.user@example.com""]","{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1078"", ""Czas rozwiązania (h)"": 7}"
work_item,Aktualizacja Windows #79,,,,,,,,,,,,,,,,,,,,WI-079,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0079.</p>,Oczekuje na usera,low,False,EPIK-ID,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1079""}"
work_item,Awaria switcha piętro 2 #80,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-080,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0080.</p>,Rozwiązane,urgent,False,EPIK-APPS,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1080"", ""Wpływ"": ""Cała firma""}"
work_item,Laptop nie startuje #81,,,,,,,,,,,,,,,,,,,,WI-081,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0081.</p>,Nowe,high,False,EPIK-ONBOARD,Incydent,"[""Hardware"", ""Pilne""]","[""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1081"", ""Czas rozwiązania (h)"": 2, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Brak dostępu do VPN #82,,,2026-02-01,,,,,,,,,,,,,,,,,WI-082,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0082.</p>,W kolejce,urgent,False,EPIK-NET,Incydent,"[""Dostęp"", ""Sieć""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1082"", ""Wpływ"": ""Zespół""}"
work_item,Drukarka nie drukuje #83,,,,,,,,,,,,,,,,,,,,WI-083,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0083.</p>,W trakcie,medium,False,EPIK-ID,Incydent,"[""Drukarka"", ""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1083"", ""Wpływ"": ""Cała firma""}"
work_item,Reset hasła AD #84,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-084,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0084.</p>,Oczekuje na usera,low,False,EPIK-APPS,Task,"[""Dostęp"", ""Software""]","[""onboarding@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1084"", ""Czas rozwiązania (h)"": 5}"
work_item,Instalacja pakietu Office #85,,,,,,,,,,,,,,,,,,,,WI-085,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0085.</p>,Rozwiązane,medium,False,EPIK-ONBOARD,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1085""}"
work_item,Nowy monitor na stanowisku #86,,,2026-02-01,,,,,,,,,,,,,,,,,WI-086,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0086.</p>,Nowe,low,False,EPIK-NET,Zmiana,"[""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1086""}"
work_item,Wolne łącze Wi‑Fi #87,,,,,,,,,,,,,,,,,,,,WI-087,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0087.</p>,W kolejce,high,False,EPIK-ID,Incydent,"[""Sieć"", ""Pilne""]","[""nieistniejacy.user@example.com"", ""onboarding@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1087"", ""Czas rozwiązania (h)"": 8, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Konfiguracja skrzynki shared #88,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-088,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0088.</p>,W trakcie,medium,False,EPIK-APPS,Zmiana,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1088""}"
work_item,Aktualizacja Windows #89,,,,,,,,,,,,,,,,,,,,WI-089,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0089.</p>,Oczekuje na usera,low,False,EPIK-ONBOARD,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1089""}"
work_item,Awaria switcha piętro 2 #90,,,2026-02-01,,,,,,,,,,,,,,,,,WI-090,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0090.</p>,Rozwiązane,urgent,False,EPIK-NET,Incydent,"[""Sieć"", ""Pilne""]","[""network.admin@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1090"", ""Czas rozwiązania (h)"": 3, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Laptop nie startuje #91,,,,,,,,,,,,,,,,,,,,WI-091,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0091.</p>,Nowe,high,False,EPIK-ID,Incydent,"[""Hardware"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1091"", ""Wpływ"": ""Zespół""}"
work_item,Brak dostępu do VPN #92,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-092,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0092.</p>,W kolejce,urgent,False,EPIK-APPS,Incydent,"[""Dostęp"", ""Sieć""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1092"", ""Wpływ"": ""Cała firma""}"
work_item,Drukarka nie drukuje #93,,,,,,,,,,,,,,,,,,,,WI-093,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0093.</p>,W trakcie,medium,False,EPIK-ONBOARD,Incydent,"[""Drukarka"", ""Hardware""]","[""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1093"", ""Czas rozwiązania (h)"": 6, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Reset hasła AD #94,,,2026-02-01,,,,,,,,,,,,,,,,,WI-094,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0094.</p>,Oczekuje na usera,low,False,EPIK-NET,Task,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1094""}"
work_item,Instalacja pakietu Office #95,,,,,,,,,,,,,,,,,,,,WI-095,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0095.</p>,Rozwiązane,medium,False,EPIK-ID,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1095""}"
work_item,Nowy monitor na stanowisku #96,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-096,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0096.</p>,Nowe,low,False,EPIK-APPS,Zmiana,"[""Hardware""]","[""onboarding@example.com"", ""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1096"", ""Czas rozwiązania (h)"": 1}"
